id,ident,normalized,timestamp,channel,pattern,filename,request_raw,request_url,attackerIP,attackerPort,victimPort,victimIP,connectionType,connectionProtocol,priority,header,signature,sensor,connectionTransport,remoteHostname
5661a9719f8c6d649a30c084,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2015-12-04T14:55:45.151+0000,dionaea.connections,,,,,59.13.235.42,38077.0,23.0,162.244.30.100,reject,pcap,,,,,tcp,
584d64cd9f8c6d649a36f9d2,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2016-12-11T14:38:05.641+0000,dionaea.connections,,,,,163.172.67.30,47495.0,9793.0,162.244.30.100,reject,pcap,,,,,tcp,
558ff7769f8c6d649a2cf9ec,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2015-06-28T13:32:38.649+0000,dionaea.connections,,,,,110.153.16.140,4312.0,23.0,162.244.30.100,reject,pcap,,,,,tcp,
551878939f8c6d649a28921a,5bf781dc-4726-11e4-9ee4-0a0b6e7c3e9e,True,2015-03-29T22:11:31.594+0000,amun.events,,,,,221.192.199.54,3369.0,3389.0,172.31.14.66,initial,,,,,,,
559335a49f8c6d649a2d2139,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2015-07-01T00:34:44.601+0000,dionaea.connections,,,,,218.77.79.43,50849.0,3389.0,162.244.30.100,reject,pcap,,,,,tcp,
55686af69f8c6d649a2b5198,eb030eb8-3c69-11e4-9ee4-0a0b6e7c3e9e,True,2015-05-29T13:34:46.583+0000,amun.events,,,,,80.179.145.180,64374.0,25.0,172.31.13.124,initial,,,,,,,
552d44479f8c6d649a290762,5bf781dc-4726-11e4-9ee4-0a0b6e7c3e9e,True,2015-04-14T16:45:59.625+0000,amun.events,,,,,148.231.102.126,4014.0,445.0,172.31.14.66,initial,,,,,,,
5883830f9f8c6d649a3e9d2e,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2017-01-21T15:49:35.605+0000,dionaea.connections,,,,,162.254.205.73,40028.0,47931.0,162.244.30.100,reject,pcap,,,,,tcp,
58b4805e9f8c6d649a3f3938,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2017-02-27T19:39:10.382+0000,dionaea.connections,,,,,109.70.185.77,4685.0,3389.0,162.244.30.100,reject,pcap,,,,,tcp,
553efd8f9f8c6d649a298a95,a13907c8-c1c1-11e4-9ee4-0a0b6e7c3e9e,True,2015-04-28T03:25:03.668+0000,dionaea.connections,,,,,61.240.144.65,60000.0,3389.0,162.244.30.100,reject,pcap,,,,,tcp,
54bb9ce09f8c6d3afa839d14,eb030eb8-3c69-11e4-9ee4-0a0b6e7c3e9e,True,2015-01-18T11:45:36.681+0000,amun.events,,,,,60.5.107.204,11486.0,23.0,172.31.13.124,initial,,,,,,,
